sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
184484,https://sofifa.com/player/184484/gylfi-sigurdhsson/220002,G. Sigur  sson,Gylfi   ?r Sigur  sson,"CAM, CM",79,79,14500000,83000,31,1989-09-08,186,77,7,Everton,English Premier League,1,RES,10,,2017-08-16,2022,24,Iceland,1341,SUB,10,Right,4,3,3,Medium/Medium,Normal (185+),Yes,27600000,,"Solid Player, Finesse Shot, Long Shot Taker (AI), Playmaker (AI)",54,78,82,78,59,66,85,74,60,82,77,78,87,84,78,83,55,53,66,77,61,84,65,77,64,83,57,58,78,80,78,80,57,61,55,13,8,10,15,12,,74+3,74+3,74+3,76,76,76,76,76,78+1,78+1,78+1,76+3,78+1,78+1,78+1,76+3,69+3,70+3,70+3,70+3,69+3,66+3,62+3,62+3,62+3,66+3,19+3,https://cdn.sofifa.net/players/184/484/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1341/60.png,https://cdn.sofifa.net/flags/is.png
186682,https://sofifa.com/player/186682/angel-montoro-sanchez/220002,Montoro,?ngel Montoro S?nchez,"CDM, CM, CAM",79,79,8500000,26000,33,1988-06-25,181,72,110832,Granada CF,Spain Primera Division,1,SUB,19,,2017-07-15,2022,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,17900000,,"Injury Prone, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Team Player",45,64,75,72,75,70,54,54,57,85,67,72,50,71,83,81,44,45,55,72,52,76,60,66,71,75,75,77,66,78,62,65,77,77,73,12,8,12,16,16,,66+2,66+2,66+2,67,70,70,70,67,73+2,73+2,73+2,68+2,77+2,77+2,77+2,68+2,70+2,78+1,78+1,78+1,70+2,69+2,73+2,73+2,73+2,69+2,19+2,https://cdn.sofifa.net/players/186/682/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
187052,https://sofifa.com/player/187052/yann-mvila/220002,Y. M'Vila,Yann G?rard M'Vila,"CDM, CM, CB",79,79,12500000,2000,31,1990-06-29,182,80,280,Olympiacos CFP,Greek Super League,1,CM,6,,2020-09-14,2023,18,France,,,,Right,3,3,2,High/High,Normal (170-185),No,26300000,,Long Passer (AI),65,64,74,74,75,78,62,61,62,81,56,73,70,65,80,78,64,65,71,78,63,68,70,82,74,70,83,81,63,74,68,80,75,76,72,13,9,16,15,7,,68+2,68+2,68+2,70,71,71,71,70,73+2,73+2,73+2,72+2,77+2,77+2,77+2,72+2,75+2,78+1,78+1,78+1,75+2,74+2,75+2,75+2,75+2,74+2,19+2,https://cdn.sofifa.net/players/187/052/22_120.png,https://cdn.sofifa.net/teams/280/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/fr.png
188041,https://sofifa.com/player/188041/rafael-de-souza-pereira/220002,Rafael Carioca,Rafael de Souza Pereira,"CDM, CM",79,79,11500000,49000,32,1989-06-18,181,78,1970,Tigres U.A.N.L.,Mexican Liga MX,1,RDM,5,,2017-08-25,2023,54,Brazil,,,,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,18400000,,"Flair, Long Passer (AI), Outside Foot Shot",70,66,77,75,73,75,73,58,51,81,58,74,75,63,79,77,69,71,70,75,75,76,53,90,70,73,74,78,74,75,63,84,74,77,74,9,13,11,12,14,,69+2,69+2,69+2,73,73,73,73,73,74+2,74+2,74+2,75+2,77+2,77+2,77+2,75+2,77+2,78+1,78+1,78+1,77+2,75+2,72+2,72+2,72+2,75+2,19+2,https://cdn.sofifa.net/players/188/041/22_120.png,https://cdn.sofifa.net/teams/1970/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/br.png
188042,https://sofifa.com/player/188042/matias-suarez/220002,M. Su?rez,Mat?as Ezequiel Su?rez,"ST, LW",79,79,11000000,24000,33,1988-05-09,183,75,1876,River Plate,Argentina Primera Divisi?n,1,LS,7,,2019-01-27,2023,52,Argentina,,,,Right,4,4,2,High/Medium,Normal (170-185),No,15400000,#Acrobat,"Finesse Shot, Flair, Outside Foot Shot, Technical Dribbler (AI)",79,77,77,83,44,75,75,76,76,77,75,82,83,70,74,84,84,75,88,81,82,78,75,75,74,78,77,29,80,82,71,85,45,45,39,9,16,11,13,8,,79,79,79,,80-1,80-1,80-1,,80-1,80-1,80-1,79,75+2,75+2,75+2,79,63+2,62+2,62+2,62+2,63+2,60+2,57+2,57+2,57+2,60+2,19+2,https://cdn.sofifa.net/players/188/042/22_120.png,https://cdn.sofifa.net/teams/1876/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
189560,https://sofifa.com/player/189560/vicente-iborra-de-la-fuente/220002,Iborra,Vicente Iborra de la Fuente,"CDM, CM",79,79,8500000,34000,33,1988-01-16,190,80,483,Villarreal CF,Spain Primera Division,1,SUB,10,,2019-01-07,2024,45,Spain,,,,Right,4,3,2,Medium/Medium,Normal (185+),Yes,17900000,,Power Header,33,70,75,70,77,79,59,67,82,82,66,69,66,67,81,80,32,33,51,75,35,79,73,65,89,67,75,76,77,77,69,81,78,77,73,14,11,6,15,8,,72+2,72+2,72+2,67,71,71,71,67,72+2,72+2,72+2,68+2,77+2,77+2,77+2,68+2,69+2,78+1,78+1,78+1,69+2,69+2,77+2,77+2,77+2,69+2,19+2,https://cdn.sofifa.net/players/189/560/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
189615,https://sofifa.com/player/189615/aaron-cresswell/220002,A. Cresswell,Aaron Cresswell,"LB, CB",79,79,12500000,66000,31,1989-12-15,175,66,19,West Ham United,English Premier League,1,LB,3,,2014-07-03,2023,14,England,,,,Left,3,3,2,High/Medium,Normal (170-185),Yes,23800000,,Early Crosser,70,60,75,76,77,68,83,54,68,77,48,76,80,73,69,77,73,67,73,78,81,71,86,74,61,66,73,77,60,68,59,72,78,78,79,14,7,9,9,12,,67+2,67+2,67+2,72,70,70,70,72,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,77+2,75+2,75+2,75+2,77+2,77+2,75+2,75+2,75+2,77+2,18+2,https://cdn.sofifa.net/players/189/615/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
189682,https://sofifa.com/player/189682/ben-mee/220002,B. Mee,Ben Mee,CB,79,79,12000000,39000,31,1989-09-21,180,82,1796,Burnley,English Premier League,1,LCB,6,,2012-01-17,2022,14,England,,,,Left,3,2,1,Low/High,Normal (170-185),Yes,22800000,,"Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Team Player",62,42,58,63,81,78,59,36,79,60,29,59,45,31,61,63,61,63,63,78,65,60,89,67,80,39,84,81,40,60,42,74,81,81,79,15,7,12,10,14,,57+2,57+2,57+2,57,56,56,56,57,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,70+2,72+2,72+2,72+2,70+2,72+2,79,79,79,72+2,19+2,https://cdn.sofifa.net/players/189/682/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
189805,https://sofifa.com/player/189805/luuk-de-jong/220002,L. de Jong,Luuk de Jong,ST,79,79,17000000,34000,30,1990-08-27,188,86,241,FC Barcelona,Spain Primera Division,1,SUB,17,Sevilla FC,,2022,34,Netherlands,,,,Right,5,3,2,Medium/High,Normal (185+),Yes,,#Aerial Threat,Power Header,50,78,71,70,46,75,66,79,93,80,83,67,63,69,62,79,48,52,54,76,57,83,88,71,84,70,54,40,84,69,67,76,39,43,37,16,10,8,8,11,,78+1,78+1,78+1,71,74,74,74,71,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,58+2,60+2,60+2,60+2,58+2,56+2,58+2,58+2,58+2,56+2,18+2,https://cdn.sofifa.net/players/189/805/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/nl.png
190584,https://sofifa.com/player/190584/asier-illarramendi/220002,Illarramendi,Asier Illarramendi Andonegi,"CDM, CM",79,79,12500000,34000,31,1990-03-08,179,74,457,Real Sociedad,Spain Primera Division,1,SUB,4,,2015-08-26,2023,45,Spain,,,,Right,3,3,2,Medium/High,Normal (170-185),Yes,26300000,,"Injury Prone, Long Passer (AI), Playmaker (AI), Outside Foot Shot",47,71,77,78,77,69,68,72,51,80,58,78,76,68,79,80,58,38,69,81,71,69,62,69,68,76,75,81,77,82,50,79,79,79,78,15,7,11,14,12,,70+2,70+2,70+2,73,74,74,74,73,77+2,77+2,77+2,73+2,79,79,79,73+2,74+2,78+1,78+1,78+1,74+2,73+2,74+2,74+2,74+2,73+2,20+2,https://cdn.sofifa.net/players/190/584/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
190717,https://sofifa.com/player/190717/michail-antonio/220002,M. Antonio,Michail Antonio,"ST, RM",79,79,15000000,79000,31,1990-03-28,178,82,19,West Ham United,English Premier League,1,ST,9,,2015-09-01,2023,82,Jamaica,,,,Right,3,4,2,High/Medium,Stocky (170-185),Yes,28500000,,"Injury Prone, Flair, Speed Dribbler (AI), Power Header, Giant Throw-in, Team Player",83,76,73,78,55,83,75,79,84,75,70,79,66,60,72,76,79,87,80,80,78,79,91,76,86,68,83,45,80,74,75,70,51,56,53,12,13,8,14,10,,79,79,79,78,78,78,78,78,77+2,77+2,77+2,78+1,73+2,73+2,73+2,78+1,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,66+2,19+2,https://cdn.sofifa.net/players/190/717/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/jm.png
190745,https://sofifa.com/player/190745/marco-silvestri/220002,M. Silvestri,Marco Silvestri,GK,79,79,11500000,16000,30,1991-03-02,191,80,55,Udinese Calcio,Italian Serie A,1,GK,1,,2021-07-20,2024,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,20700000,,Comes For Crosses,,,,,,,12,20,12,22,20,18,16,11,20,20,58,61,65,70,34,47,74,34,60,16,31,11,14,49,16,44,8,18,16,82,77,63,80,82,59,31+2,31+2,31+2,30,31,31,31,30,31+2,31+2,31+2,30+2,28+2,28+2,28+2,30+2,26+2,25+2,25+2,25+2,26+2,26+2,25+2,25+2,25+2,26+2,78+1,https://cdn.sofifa.net/players/190/745/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
190813,https://sofifa.com/player/190813/stephan-el-shaarawy/220002,S. El Shaarawy,Stephan El Shaarawy,"LW, LM",79,79,17500000,64000,28,1992-10-27,178,73,52,Roma,Italian Serie A,1,SUB,92,,2021-02-01,2023,27,Italy,,,,Right,3,4,3,Medium/Medium,Lean (170-185),Yes,29800000,#Acrobat,"Finesse Shot, Flair, Speed Dribbler (AI)",87,75,74,79,46,63,75,74,65,75,83,79,85,68,66,77,87,87,93,75,80,73,69,71,64,77,51,36,79,78,69,73,59,37,35,5,3,5,5,3,,75+3,75+3,75+3,79,77,77,77,79,78+1,78+1,78+1,77+2,71+3,71+3,71+3,77+2,63+3,59+3,59+3,59+3,63+3,60+3,54+3,54+3,54+3,60+3,12+3,https://cdn.sofifa.net/players/190/813/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
191202,https://sofifa.com/player/191202/nemanja-matic/220002,N. Mati?,Nemanja Mati?,CDM,79,79,11500000,100000,32,1988-08-01,194,83,11,Manchester United,English Premier League,1,SUB,31,,2017-07-31,2023,51,Serbia,,,,Left,3,3,3,Low/Medium,Lean (185+),Yes,21300000,,Long Passer (AI),36,67,75,73,80,73,70,59,74,82,71,75,70,63,82,79,33,39,47,80,47,84,63,54,82,67,76,80,63,68,64,83,82,81,72,7,15,12,14,9,,69+3,69+3,69+3,67,69,69,69,67,70+3,70+3,70+3,68+3,75+3,75+3,75+3,68+3,71+3,78+1,78+1,78+1,71+3,71+3,78+1,78+1,78+1,71+3,19+3,https://cdn.sofifa.net/players/191/202/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/rs.png
191740,https://sofifa.com/player/191740/ander-herrera-aguera/220002,Ander Herrera,Ander Herrera Ag?era,"CM, CDM",79,79,14500000,78000,31,1989-08-14,182,71,73,Paris Saint-Germain,French Ligue 1,1,SUB,21,,2019-07-04,2024,45,Spain,,,,Right,4,3,3,High/High,Lean (170-185),Yes,26800000,,"Dives Into Tackles (AI), Long Shot Taker (AI), Outside Foot Shot, Team Player",65,70,77,79,78,75,71,68,63,80,64,78,79,64,77,81,68,62,76,80,76,78,62,81,70,68,81,82,75,79,74,82,79,80,76,9,12,15,9,8,,73+3,73+3,73+3,75,75,75,75,75,77+2,77+2,77+2,76+3,79,79,79,76+3,77+2,79,79,79,77+2,76+3,76+3,76+3,76+3,76+3,18+3,https://cdn.sofifa.net/players/191/740/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/es.png
192064,https://sofifa.com/player/192064/late-gao/220002,Gao Late,      ,"ST, RW, CAM",79,79,17000000,32000,30,1991-06-05,185,78,111839,Guangzhou FC,Chinese Super League,1,CAM,11,,2020-01-01,2023,155,China PR,,,,Right,4,4,2,High/Medium,Normal (185+),No,27200000,,"Power Free-Kick, Playmaker (AI), Chip Shot (AI), Technical Dribbler (AI)",83,78,77,79,41,72,73,77,78,81,77,78,70,72,74,83,82,83,74,76,81,78,78,76,73,79,62,33,83,77,76,78,37,41,34,9,14,8,8,7,,79,79,79,79,80-1,80-1,80-1,79,79,79,79,79,75+2,75+2,75+2,79,62+2,61+2,61+2,61+2,62+2,59+2,54+2,54+2,54+2,59+2,17+2,https://cdn.sofifa.net/players/192/064/22_120.png,https://cdn.sofifa.net/teams/111839/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/cn.png
192123,https://sofifa.com/player/192123/chris-wood/220002,C. Wood,Christopher Grant Wood,ST,79,79,17500000,48000,29,1991-12-07,191,92,1796,Burnley,English Premier League,1,RS,9,,2017-08-21,2023,198,New Zealand,111473,ST,9,Right,3,2,1,High/Low,Normal (185+),Yes,33300000,#Strength,Power Header,64,79,60,70,40,81,46,81,87,68,74,69,69,64,48,77,60,68,55,77,59,81,79,76,86,72,77,40,80,64,81,77,39,30,29,14,16,16,7,16,,78+1,78+1,78+1,69,74,74,74,69,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2,55+2,56+2,56+2,56+2,55+2,53+2,55+2,55+2,55+2,53+2,20+2,https://cdn.sofifa.net/players/192/123/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111473/60.png,https://cdn.sofifa.net/flags/nz.png
192598,https://sofifa.com/player/192598/kesen-ai/220002,Ai Kesen,  кߵ,ST,79,79,15000000,32000,31,1989-07-13,180,77,111839,Guangzhou FC,Chinese Super League,1,RS,9,,2019-07-09,2023,155,China PR,1413,ST,9,Right,4,4,2,High/High,Stocky (170-185),No,24000000,,"Power Free-Kick, Chip Shot (AI), Technical Dribbler (AI)",84,80,73,79,48,79,67,80,72,75,76,78,76,80,66,79,87,81,83,75,90,86,83,81,82,72,69,56,77,78,85,76,43,45,35,9,16,7,8,7,,79,79,79,78,78,78,78,78,77+2,77+2,77+2,77+2,73+2,73+2,73+2,77+2,65+2,64+2,64+2,64+2,65+2,62+2,59+2,59+2,59+2,62+2,17+2,https://cdn.sofifa.net/players/192/598/22_120.png,https://cdn.sofifa.net/teams/111839/60.png,https://cdn.sofifa.net/flags/cn.png,https://cdn.sofifa.net/teams/1413/60.png,https://cdn.sofifa.net/flags/cn.png
192638,https://sofifa.com/player/192638/marcos-alonso-mendoza/220002,Marcos Alonso,Marcos Alonso Mendoza,"LWB, LB",79,79,15000000,95000,30,1990-12-28,188,85,5,Chelsea,English Premier League,1,LWB,3,,2016-08-31,2023,45,Spain,,,,Left,3,3,2,High/Low,Lean (185+),Yes,27800000,#FK Specialist,Long Shot Taker (AI),58,74,78,77,75,77,83,70,83,82,76,78,85,86,71,83,61,55,64,80,55,84,73,82,76,75,75,72,77,67,63,75,68,80,77,9,7,13,9,12,,76+2,76+2,76+2,75,76,76,76,75,75+2,75+2,75+2,76+2,77+2,77+2,77+2,76+2,77+2,77+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,76+2,17+2,https://cdn.sofifa.net/players/192/638/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
192789,https://sofifa.com/player/192789/mario-gaspar-perez-martinez/220002,Mario Gaspar,Mario Gaspar P?rez Mart?nez,RB,79,79,15000000,34000,30,1990-11-24,180,77,483,Villarreal CF,Spain Primera Division,1,RB,2,,2008-07-01,2023,45,Spain,,,,Right,3,3,2,High/Medium,Normal (170-185),Yes,31500000,,Team Player,74,69,71,72,78,76,78,68,65,76,74,73,71,54,69,74,71,76,67,76,57,78,73,76,75,69,80,76,64,62,50,69,80,81,82,9,12,8,9,15,,71+2,71+2,71+2,72,71,71,71,72,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,77+2,18+2,https://cdn.sofifa.net/players/192/789/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
192906,https://sofifa.com/player/192906/luis-miguel-rodriguez/220002,L. Rodr?guez,Luis Miguel Rodr?guez,"ST, CF",79,79,6000000,18000,36,1985-01-01,168,71,101084,Gimnasia y Esgrima La Plata,Argentina Primera Divisi?n,1,CF,8,,2021-06-29,2022,52,Argentina,,,,Right,4,4,1,High/Low,Stocky (170-),No,9000000,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Chip Shot (AI)",68,82,76,83,43,70,75,82,68,75,82,84,87,79,69,83,71,65,78,85,84,84,70,71,69,81,73,40,81,81,81,86,32,48,42,7,7,14,10,13,,79,79,79,79,80-1,80-1,80-1,79,80-1,80-1,80-1,78+1,75+2,75+2,75+2,78+1,63+2,62+2,62+2,62+2,63+2,60+2,56+2,56+2,56+2,60+2,18+2,https://cdn.sofifa.net/players/192/906/22_120.png,https://cdn.sofifa.net/teams/101084/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
193198,https://sofifa.com/player/193198/nemanja-gudelj/220002,N. Gudelj,Nemanja Gudelj,"CDM, CM, CB",79,79,15000000,30000,29,1991-11-16,187,73,481,Sevilla FC,Spain Primera Division,1,SUB,6,,2019-07-23,2023,51,Serbia,,,,Right,2,3,2,Low/Medium,Normal (185+),No,31500000,,Long Shot Taker (AI),60,70,79,70,75,83,74,58,69,84,69,66,80,79,77,79,58,61,60,75,53,85,67,84,85,81,83,78,65,74,74,80,74,76,71,8,11,8,14,12,,70+2,70+2,70+2,70,71,71,71,70,72+2,72+2,72+2,72+2,77+2,77+2,77+2,72+2,75+2,78+1,78+1,78+1,75+2,74+2,76+2,76+2,76+2,74+2,18+2,https://cdn.sofifa.net/players/193/198/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/rs.png
193348,https://sofifa.com/player/193348/xherdan-shaqiri/220002,X. Shaqiri,Xherdan Shaqiri,"RW, RM",79,79,17000000,75000,29,1991-10-10,169,72,66,Olympique Lyonnais,French Ligue 1,1,RM,29,,2021-08-24,2024,47,Switzerland,,,,Left,4,5,3,Medium/Low,Unique,Yes,32300000,,"Flair, Long Shot Taker (AI), Playmaker (AI)",75,76,80,81,46,67,79,70,45,80,76,80,85,82,78,82,77,73,83,77,91,87,51,65,71,81,61,55,75,80,65,79,35,49,48,13,12,12,11,11,,74+3,74+3,74+3,78,77,77,77,78,79,79,79,77+2,76+3,76+3,76+3,77+2,66+3,65+3,65+3,65+3,66+3,62+3,55+3,55+3,55+3,62+3,19+3,https://cdn.sofifa.net/players/193/348/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ch.png
194209,https://sofifa.com/player/194209/youssef-el-arabi/220002,Y. El Arabi,Youssef El Arabi,ST,79,79,8500000,2000,34,1987-02-03,182,84,280,Olympiacos CFP,Greek Super League,1,ST,11,,2019-07-06,2022,129,Morocco,,,,Right,4,3,2,High/Medium,Normal (170-185),No,17900000,,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot",71,83,69,79,37,70,61,87,77,72,85,80,73,74,64,81,75,68,82,76,58,79,72,69,78,76,51,44,81,74,86,74,25,30,42,6,16,11,6,11,,79,79,79,77,78,78,78,77,77+2,77+2,77+2,75+2,71+2,71+2,71+2,75+2,58+2,57+2,57+2,57+2,58+2,56+2,52+2,52+2,52+2,56+2,17+2,https://cdn.sofifa.net/players/194/209/22_120.png,https://cdn.sofifa.net/teams/280/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/ma.png
194333,https://sofifa.com/player/194333/rafal-gikiewicz/220002,R. Gikiewicz,Rafa   Gikiewicz,GK,79,79,5500000,23000,33,1987-10-26,190,81,100409,FC Augsburg,German 1. Bundesliga,1,GK,1,,2020-07-01,2023,37,Poland,,,,Right,2,1,2,Medium/Medium,Normal (185+),Yes,9900000,,,,,,,,,18,13,39,24,15,18,19,12,20,19,27,29,38,79,40,48,66,20,68,13,22,12,12,48,19,31,13,14,13,80,74,64,77,82,28,30+2,30+2,30+2,25,28,28,28,25,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,23+2,25+2,25+2,25+2,23+2,23+2,28+2,28+2,28+2,23+2,78+1,https://cdn.sofifa.net/players/194/333/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/pl.png
196978,https://sofifa.com/player/196978/callum-wilson/220002,C. Wilson,Callum Wilson,ST,79,79,17500000,53000,29,1992-02-27,180,66,13,Newcastle United,English Premier League,1,RS,9,,2020-09-07,2024,14,England,,,,Right,3,4,2,High/Medium,Normal (170-185),Yes,33300000,,Injury Prone,80,78,66,78,41,77,61,82,78,72,71,78,63,45,62,79,77,83,75,79,72,77,70,76,79,68,74,40,83,70,83,79,36,40,27,10,15,8,10,6,,79,79,79,76,78,78,78,76,76+2,76+2,76+2,75+2,70+2,70+2,70+2,75+2,59+2,59+2,59+2,59+2,59+2,57+2,55+2,55+2,55+2,57+2,18+2,https://cdn.sofifa.net/players/196/978/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
198230,https://sofifa.com/player/198230/german-sanchez-barahona/220002,Germ?n,Germ?n S?nchez Barahona,CB,79,79,5500000,26000,34,1986-10-31,187,82,110832,Granada CF,Spain Primera Division,1,LCB,6,,2017-07-03,2022,45,Spain,,,,Right,2,2,1,Medium/High,Normal (185+),No,11600000,,"Dives Into Tackles (AI), Leadership, Power Header, Team Player",49,40,59,56,81,79,42,40,80,74,20,51,28,35,66,68,42,55,37,69,36,65,72,76,81,21,81,82,40,56,38,65,79,83,82,14,6,6,11,9,,56+2,56+2,56+2,52,55,55,55,52,56+2,56+2,56+2,57+2,64+2,64+2,64+2,57+2,69+2,75+2,75+2,75+2,69+2,71+2,79,79,79,71+2,16+2,https://cdn.sofifa.net/players/198/230/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
198329,https://sofifa.com/player/198329/rodrigo-moreno-machado/220002,Rodrigo,Rodrigo Moreno Machado,"CAM, ST, CM",79,79,17000000,83000,30,1991-03-06,182,77,8,Leeds United,English Premier League,1,SUB,19,,2020-08-29,2024,45,Spain,,,,Left,3,4,3,High/Medium,Lean (170-185),Yes,32300000,,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",86,78,75,79,45,71,77,78,78,79,75,79,83,67,62,81,87,86,79,79,74,82,77,75,69,76,68,33,78,77,77,80,46,43,40,7,13,10,11,5,,79,79,79,,80-1,80-1,80-1,,79,79,79,79,72+3,72+3,72+3,79,64+3,61+3,61+3,61+3,64+3,62+3,57+3,57+3,57+3,62+3,17+3,https://cdn.sofifa.net/players/198/329/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
198784,https://sofifa.com/player/198784/alex-oxlade-chamberlain/220002,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,CM,79,79,18500000,100000,27,1993-08-15,175,70,9,Liverpool,English Premier League,1,SUB,15,,2017-08-31,2023,14,England,,,,Right,4,4,2,High/High,Normal (170-185),Yes,34200000,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",81,74,77,82,67,74,78,70,39,80,60,83,73,60,75,83,82,81,79,78,87,83,69,80,70,78,77,73,79,79,69,77,68,72,68,16,9,6,9,9,,74+2,74+2,74+2,,79,79,79,,80-1,80-1,80-1,80-1,79,79,79,80-1,76+2,75+2,75+2,75+2,76+2,74+2,69+2,69+2,69+2,74+2,18+2,https://cdn.sofifa.net/players/198/784/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
